# Reference library (divisor): mut
# Comparison library (numerator): wt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	4014649	4014810	.	-	0	ID=cds-WP_015413205.1;Parent=gene-MM_RS18120;Dbxref=GenBank:WP_015413205.1,GeneID:31474463;Name=WP_015413205.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413205.1;locus_tag=MM_RS18120;product=rubredoxin;protein_id=WP_015413205.1;transl_table=11	10.0	13.0	8.5	4.0	8.64013811074079	-0.00899872148077808	0.304203620310462	-0.029581243877355	0.976401023985049	NA
sense	NC_003901.1	Protein Homology	CDS	4014920	4015654	.	-	0	ID=cds-WP_226987773.1;Parent=gene-MM_RS19340;Dbxref=GenBank:WP_226987773.1,GeneID:68225845;Name=WP_226987773.1;Ontology_term=GO:0000166,GO:0016491;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: protein motif:HMM:NF012434.5;locus_tag=MM_RS19340;product=Glu/Leu/Phe/Val family dehydrogenase;protein_id=WP_226987773.1;transl_table=11	69.33333333333333	147.5	27.5	46.0	62.6282258409823	-0.531288322490629	0.282479202642985	-1.88080509120562	0.05999843735802	0.206898525978368
sense	NC_003901.1	Protein Homology	CDS	4015576	4016169	.	-	0	ID=cds-WP_011035187.1;Parent=gene-MM_RS19345;Dbxref=GenBank:WP_011035187.1,GeneID:68225846;Name=WP_011035187.1;Ontology_term=GO:0000166,GO:0016491;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035187.1;locus_tag=MM_RS19345;product=Glu/Leu/Phe/Val family dehydrogenase;protein_id=WP_011035187.1;transl_table=11	154.5	190.0	77.5	89.0	119.923201088241	-0.178512968106377	0.238247869967296	-0.74927414096454	0.45369199038453	0.70120110681647
sense	NC_003901.1	Protein Homology	CDS	4016242	4017513	.	-	0	ID=cds-WP_011035188.1;Parent=gene-MM_RS17135;Dbxref=GenBank:WP_011035188.1,GeneID:1481641;Name=WP_011035188.1;Ontology_term=GO:0015995,GO:0030494,GO:0045550;gbkey=CDS;go_function=geranylgeranyl reductase activity|0045550||IEA;go_process=chlorophyll biosynthetic process|0015995||IEA,bacteriochlorophyll biosynthetic process|0030494||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413208.1;locus_tag=MM_RS17135;product=geranylgeranyl reductase family protein;protein_id=WP_011035188.1;transl_table=11	329.75	452.0	118.5	199.0	246.057673131648	-0.457940054384492	0.194081369560037	-2.35952608652029	0.0182982943018354	0.0910841464647867
sense	NC_003901.1	Protein Homology	CDS	4017939	4020155	.	+	0	ID=cds-WP_011035189.1;Parent=gene-MM_RS17140;Dbxref=GenBank:WP_011035189.1,GeneID:1481642;Name=WP_011035189.1;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035189.1;locus_tag=MM_RS17140;product=phosphoadenosine phosphosulfate reductase family protein;protein_id=WP_011035189.1;transl_table=11	389.5	654.0	129.0	299.33333333333337	322.675702932765	-0.454823047787538	0.206420165714716	-2.20338476239831	0.0275676412532105	0.120356636626786
sense	NC_003901.1	Protein Homology	CDS	4020895	4021473	.	+	0	ID=cds-WP_011035190.1;Parent=gene-MM_RS17145;Dbxref=GenBank:WP_011035190.1,GeneID:1481643;Name=WP_011035190.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035190.1;locus_tag=MM_RS17145;product=hypothetical protein;protein_id=WP_011035190.1;transl_table=11	24.0	22.0	7.0	17.0	16.1506622642138	-0.102227409592064	0.322910961004545	-0.316580797610723	0.751561708169377	NA
sense	NC_003901.1	Protein Homology	CDS	4022097	4023197	.	+	0	ID=cds-WP_011035192.1;Parent=gene-MM_RS17150;Dbxref=GenBank:WP_011035192.1,GeneID:1481645;Name=WP_011035192.1;Ontology_term=GO:1905887,GO:0015562;gbkey=CDS;go_function=efflux transmembrane transporter activity|0015562||IEA;go_process=autoinducer AI-2 transmembrane transport|1905887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035192.1;locus_tag=MM_RS17150;product=AI-2E family transporter;protein_id=WP_011035192.1;transl_table=11	858.0	1209.5	653.0	782.3333333333333	858.648506649563	0.29418206347906	0.168684747109403	1.74397548397345	0.0811633648590258	0.253974059897942
sense	NC_003901.1	Protein Homology	CDS	4023468	4025372	.	+	0	ID=cds-WP_011035193.1;Parent=gene-MM_RS17155;Dbxref=GenBank:WP_011035193.1,GeneID:1481646;Name=WP_011035193.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035193.1;locus_tag=MM_RS17155;product=threonine--tRNA ligase;protein_id=WP_011035193.1;transl_table=11	728.0	927.6666666666666	354.16666666666663	582.1666666666667	608.214837259123	-0.031980768383306	0.161289239976642	-0.198282094874634	0.842824359792534	0.928416223538043
sense	NC_003901.1	Protein Homology	CDS	4025916	4028099	.	+	0	ID=cds-WP_011035194.1;Parent=gene-MM_RS17160;Dbxref=GenBank:WP_011035194.1,GeneID:1481647;Name=WP_011035194.1;Ontology_term=GO:0003676,GO:0004386,GO:0005524;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035194.1;locus_tag=MM_RS17160;product=DEAD/DEAH box helicase;protein_id=WP_011035194.1;transl_table=11	635.0	922.0	248.0	379.25	489.552143022543	-0.464341865431503	0.16854384637243	-2.75502117357315	0.00586883373503573	0.0391300451095157
sense	NC_003901.1	Protein Homology	CDS	4028805	4029650	.	+	0	ID=cds-WP_048040614.1;Parent=gene-MM_RS17165;Dbxref=GenBank:WP_048040614.1,GeneID:1481648;Name=WP_048040614.1;Ontology_term=GO:0070007,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=glutamic-type endopeptidase activity|0070007||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307993.1;locus_tag=MM_RS17165;product=CPBP family glutamic-type intramembrane protease;protein_id=WP_048040614.1;transl_table=11	204.33333333333334	284.0	141.0	134.5	183.938034500469	0.0347058822920913	0.22857785882515	0.151833963580171	0.879317893620263	0.94184860602583
sense	NC_003901.1	Protein Homology	CDS	4029840	4030370	.	-	0	ID=cds-WP_011035196.1;Parent=gene-MM_RS17170;Dbxref=GenBank:WP_011035196.1,GeneID:1481649;Name=WP_011035196.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035196.1;locus_tag=MM_RS17170;product=RimK/LysX family protein;protein_id=WP_011035196.1;transl_table=11	45.25	81.0	23.0	50.0	45.5813009851779	0.00183885406564122	0.294707977085263	0.00623958022388112	0.995021567577184	NA
sense	NC_003901.1	Protein Homology	CDS	4030662	4031381	.	+	0	ID=cds-WP_011035197.1;Parent=gene-MM_RS17175;Dbxref=GenBank:WP_011035197.1,GeneID:1481650;Name=WP_011035197.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035197.1;locus_tag=MM_RS17175;product=alpha/beta hydrolase;protein_id=WP_011035197.1;transl_table=11	110.0	141.25	59.0	72.0	90.1001666850845	-0.0926267716942594	0.251955051255184	-0.367632128162597	0.713147555181609	0.859092838255557
sense	NC_003901.1	Protein Homology	CDS	4031542	4032360	.	+	0	ID=cds-WP_011035198.1;Parent=gene-MM_RS17180;Dbxref=GenBank:WP_011035198.1,GeneID:1481651;Name=WP_011035198.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035198.1;locus_tag=MM_RS17180;product=nitroreductase family protein;protein_id=WP_011035198.1;transl_table=11	261.5	316.0	149.0	258.0	237.751811409791	0.244293172643147	0.19645871713878	1.24348349719996	0.213689718511893	0.459614781833045
sense	NC_003901.1	Protein Homology	CDS	4032404	4033033	.	-	0	ID=cds-WP_011035199.1;Parent=gene-MM_RS17185;Dbxref=GenBank:WP_011035199.1,GeneID:1481652;Name=WP_011035199.1;Ontology_term=GO:0016829;gbkey=CDS;go_function=lyase activity|0016829||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035199.1;locus_tag=MM_RS17185;product=DJ-1/PfpI family protein;protein_id=WP_011035199.1;transl_table=11	46.0	81.0	28.0	38.0	44.7004772376483	-0.0754576094380833	0.294051559969767	-0.256613532150081	0.797477127598826	NA
sense	NC_003901.1	Protein Homology	CDS	4033249	4033860	.	+	0	ID=cds-WP_048037519.1;Parent=gene-MM_RS17190;Dbxref=GenBank:WP_048037519.1,GeneID:1481653;Name=WP_048037519.1;Ontology_term=GO:0008080,GO:0016746;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035200.1;locus_tag=MM_RS17190;product=GNAT family N-acetyltransferase;protein_id=WP_048037519.1;transl_table=11	55.0	78.0	17.0	35.0	40.8199982885742	-0.397195997692433	0.298555170203782	-1.33039396846259	0.183388500800549	NA
sense	NC_003901.1	Protein Homology	CDS	4033969	4034757	.	-	0	ID=cds-WP_048038405.1;Parent=gene-MM_RS17195;Dbxref=GenBank:WP_048038405.1,GeneID:1481654;Name=WP_048038405.1;Ontology_term=GO:0003676,GO:0004519,GO:0008270;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA,zinc ion binding|0008270||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413216.1;locus_tag=MM_RS17195;product=HNH endonuclease;protein_id=WP_048038405.1;transl_table=11	285.6666666666667	362.0	166.0	231.66666666666669	250.56692462529	0.0954688992179403	0.193532688728437	0.49329598966044	0.62180346160148	0.814957398764554
sense	NC_003901.1	Protein Homology	CDS	4035112	4035507	.	+	0	ID=cds-WP_226987650.1;Parent=gene-MM_RS17200;Dbxref=GenBank:WP_226987650.1,GeneID:1481655;Name=WP_226987650.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021642.1;locus_tag=MM_RS17200;product=DUF6326 family protein;protein_id=WP_226987650.1;transl_table=11	57.0	65.0	31.0	59.0	51.2904931397034	0.240727355607465	0.285164699561834	0.844169548255278	0.398574668410839	0.65093065228669
sense	NC_003901.1	Protein Homology	CDS	4035798	4036478	.	-	0	ID=cds-WP_048037515.1;Parent=gene-MM_RS17205;Dbxref=GenBank:WP_048037515.1,GeneID:1481656;Name=WP_048037515.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035203.1;locus_tag=MM_RS17205;product=phosphoribosylanthranilate isomerase;protein_id=WP_048037515.1;transl_table=11	135.0	179.5	70.0	139.0	124.074939753787	0.153303995543215	0.232346101022948	0.659808771777383	0.509376553516103	0.741224094094849
sense	NC_003901.1	Protein Homology	CDS	4036717	4037127	.	+	0	ID=cds-WP_015413219.1;Parent=gene-MM_RS17210;Dbxref=GenBank:WP_015413219.1,GeneID:1481657;Name=WP_015413219.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413219.1;locus_tag=MM_RS17210;product=hypothetical protein;protein_id=WP_015413219.1;transl_table=11	77.0	124.0	48.0	67.0	74.3165104729226	0.0178002462395833	0.26295571375283	0.0676929433688401	0.946030066803382	0.971770107490259
sense	NC_003901.1	GeneMarkS-2+	CDS	4038087	4038383	.	+	0	ID=cds-WP_048037512.1;Parent=gene-MM_RS17220;Dbxref=GenBank:WP_048037512.1,GeneID:24772113;Name=WP_048037512.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS17220;product=hypothetical protein;protein_id=WP_048037512.1;transl_table=11	321.0	407.0	100.0	224.5	235.980532849309	-0.366515085293153	0.208291885495911	-1.75962248563134	0.0784718364316504	0.249855014793875
sense	NC_003901.1	Protein Homology	CDS	4038599	4039117	.	-	0	ID=cds-WP_048037507.1;Parent=gene-MM_RS17225;Dbxref=GenBank:WP_048037507.1,GeneID:1481659;Name=WP_048037507.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307524.1;locus_tag=MM_RS17225;product=NUDIX domain-containing protein;protein_id=WP_048037507.1;transl_table=11	155.0	188.5	64.0	106.0	118.507275623946	-0.192317502578156	0.233037109786336	-0.825265567164325	0.409220835940197	0.66162679092222
sense	NC_003901.1	Protein Homology	CDS	4039734	4043285	.	+	0	ID=cds-WP_015413222.1;Parent=gene-MM_RS17230;Dbxref=GenBank:WP_015413222.1,GeneID:1481660;Name=WP_015413222.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413222.1;locus_tag=MM_RS17230;product=NosD domain-containing protein;protein_id=WP_015413222.1;transl_table=11	136.16666666666669	208.58333333333334	105.5	121.0	139.135695132801	0.209635159629789	0.231254958044844	0.906510984249414	0.364665453641012	0.620503550778125
sense	NC_003901.1	Protein Homology	CDS	4043518	4044831	.	-	0	ID=cds-WP_011035208.1;Parent=gene-MM_RS17235;Dbxref=GenBank:WP_011035208.1,GeneID:1481661;Name=WP_011035208.1;Ontology_term=GO:0055085,GO:0022857,GO:0005886,GO:0016020;gbkey=CDS;go_component=plasma membrane|0005886||IEA,membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035208.1;locus_tag=MM_RS17235;product=MFS transporter;protein_id=WP_011035208.1;transl_table=11	69.5	97.64285714285714	30.0	30.5	51.3703858906754	-0.45791907487587	0.289280876014596	-1.5829566101451	0.113431354389499	0.313724639082272
sense	NC_003901.1	Protein Homology	CDS	4044900	4045733	.	-	0	ID=cds-WP_048037504.1;Parent=gene-MM_RS17240;Dbxref=GenBank:WP_048037504.1,GeneID:1481662;Name=WP_048037504.1;Ontology_term=GO:0140359,GO:0043190;gbkey=CDS;gene=nikC;go_component=ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413225.1;locus_tag=MM_RS17240;product=nickel transporter permease;protein_id=WP_048037504.1;transl_table=11	146.5	178.5	61.5	90.0	109.885215363521	-0.244418405619862	0.237861731646568	-1.02756506449317	0.304154464744317	0.56161631207214
sense	NC_003901.1	Protein Homology	CDS	4045717	4046661	.	-	0	ID=cds-WP_011035210.1;Parent=gene-MM_RS17245;Dbxref=GenBank:WP_011035210.1,GeneID:1481663;Name=WP_011035210.1;Ontology_term=GO:0140359,GO:0043190;gbkey=CDS;gene=nikB;go_component=ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035210.1;locus_tag=MM_RS17245;product=nickel ABC transporter permease;protein_id=WP_011035210.1;transl_table=11	66.14285714285714	78.5	10.5	22.5	36.8742908413109	-0.916192760913333	0.306372691698137	-2.99045177895959	0.00278565107821343	NA
sense	NC_003901.1	Protein Homology	CDS	4046735	4048333	.	-	0	ID=cds-WP_011035211.1;Parent=gene-MM_RS17250;Dbxref=GenBank:WP_011035211.1,GeneID:1481664;Name=WP_011035211.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035211.1;locus_tag=MM_RS17250;product=ABC transporter substrate-binding protein;protein_id=WP_011035211.1;transl_table=11	152.5	158.0	46.5	53.0	91.5576371092889	-0.668219043301656	0.258460043452301	-2.58538625303983	0.00972699617752769	0.0573557360812839
sense	NC_003901.1	Protein Homology	CDS	4048399	4049385	.	-	0	ID=cds-WP_011035212.1;Parent=gene-MM_RS17255;Dbxref=GenBank:WP_011035212.1,GeneID:1481665;Name=WP_011035212.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035212.1;locus_tag=MM_RS17255;product=ABC transporter ATP-binding protein;protein_id=WP_011035212.1;transl_table=11	144.5	148.5	49.0	83.5	97.6351398534139	-0.30010934996263	0.249830531526653	-1.20125169701531	0.229653581264748	0.47788329329751
sense	NC_003901.1	Protein Homology	CDS	4049422	4050309	.	-	0	ID=cds-WP_011035213.1;Parent=gene-MM_RS17260;Dbxref=GenBank:WP_011035213.1,GeneID:1481666;Name=WP_011035213.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035213.1;locus_tag=MM_RS17260;product=ABC transporter ATP-binding protein;protein_id=WP_011035213.1;transl_table=11	552.25	543.5	220.0	337.5	388.047462627105	-0.181422486674396	0.190773650612324	-0.950982937591675	0.341613037420683	0.598234397458992
sense	NC_003901.1	Protein Homology	CDS	4051285	4052838	.	+	0	ID=cds-WP_015413230.1;Parent=gene-MM_RS17265;Dbxref=GenBank:WP_015413230.1,GeneID:1481667;Name=WP_015413230.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413230.1;locus_tag=MM_RS17265;product=dicarboxylate/amino acid:cation symporter;protein_id=WP_015413230.1;transl_table=11	165.5	216.5	79.5	124.0	136.798595828457	-0.0914587196331904	0.223222449760382	-0.409720078474932	0.682011299490269	0.844316785118635
sense	NC_003901.1	Protein Homology	CDS	4053062	4054828	.	-	0	ID=cds-WP_011035215.1;Parent=gene-MM_RS17270;Dbxref=GenBank:WP_011035215.1,GeneID:1481668;Name=WP_011035215.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035215.1;locus_tag=MM_RS17270;product=aldehyde ferredoxin oxidoreductase family protein;protein_id=WP_011035215.1;transl_table=11	165.5	219.0	65.5	85.66666666666667	121.449407363705	-0.441061953459765	0.233547062737642	-1.88853564797446	0.0589540769085989	0.205491009080692
sense	NC_003901.1	Protein Homology	CDS	4054825	4055343	.	-	0	ID=cds-WP_011035216.1;Parent=gene-MM_RS17275;Dbxref=GenBank:WP_011035216.1,GeneID:1481669;Name=WP_011035216.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035216.1;locus_tag=MM_RS17275;product=4Fe-4S binding protein;protein_id=WP_011035216.1;transl_table=11	231.5	239.25	161.5	166.0	199.892171807131	0.265596453354176	0.22659432336927	1.17212315562445	0.241147614497812	0.493325908054285
sense	NC_003901.1	GeneMarkS-2+	CDS	4055846	4056271	.	-	0	ID=cds-WP_015413232.1;Parent=gene-MM_RS17280;Dbxref=GenBank:WP_015413232.1,GeneID:24772114;Name=WP_015413232.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS17280;product=hypothetical protein;protein_id=WP_015413232.1;transl_table=11	195.25	175.2	58.0	143.1	132.37163327445	-0.139430624734117	0.250179798446277	-0.557321676650315	0.577307668014113	0.787903000430529
sense	NC_003901.1	Protein Homology	CDS	4056357	4057061	.	-	0	ID=cds-WP_011035217.1;Parent=gene-MM_RS17285;Dbxref=GenBank:WP_011035217.1,GeneID:1481670;Name=WP_011035217.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035217.1;locus_tag=MM_RS17285;product=type 1 glutamine amidotransferase;protein_id=WP_011035217.1;transl_table=11	84.0	130.5	78.0	101.0	98.2097974148673	0.474958208728435	0.246369792232724	1.92782647752442	0.0538767131707543	0.194558515760724
sense	NC_003901.1	Protein Homology	CDS	4057291	4057941	.	-	0	ID=cds-WP_048037495.1;Parent=gene-MM_RS17290;Dbxref=GenBank:WP_048037495.1,GeneID:1481671;Name=WP_048037495.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035218.1;locus_tag=MM_RS17290;product=HAD family hydrolase;protein_id=WP_048037495.1;transl_table=11	103.0	128.0	66.0	95.25	95.4542414907545	0.233330211130379	0.245347140400218	0.951020707841806	0.341593863938787	0.598234397458992
sense	NC_003901.1	Protein Homology	CDS	4058116	4059168	.	-	0	ID=cds-WP_011035219.1;Parent=gene-MM_RS17295;Dbxref=GenBank:WP_011035219.1,GeneID:1481672;Name=WP_011035219.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035219.1;locus_tag=MM_RS17295;product=tetratricopeptide repeat protein;protein_id=WP_011035219.1;transl_table=11	110.0	146.5	58.0	107.0	99.7363579348316	0.12232614346472	0.243334028193602	0.502708743092006	0.615169061758044	0.811018803868768
sense	NC_003901.1	Protein Homology	CDS	4059828	4061282	.	+	0	ID=cds-WP_011035220.1;Parent=gene-MM_RS17300;Dbxref=GenBank:WP_011035220.1,GeneID:1481673;Name=WP_011035220.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413235.1;locus_tag=MM_RS17300;product=phytoene desaturase family protein;protein_id=WP_011035220.1;transl_table=11	753.0	1010.5	363.0	623.0	641.442378526506	-0.0471184808416774	0.160571360346568	-0.293442621025191	0.769183851649608	0.888719179946506
