#Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	sense	antisense
NC_003901.1	Protein Homology	CDS	3297188	3298279	.	-	0	ID=cds-WP_015412780.1;Parent=gene-MM_RS14255;Dbxref=GenBank:WP_015412780.1,GeneID:1481094;Name=WP_015412780.1;Ontology_term=GO:1905887,GO:0015562;gbkey=CDS;go_function=efflux transmembrane transporter activity|0015562||IEA;go_process=autoinducer AI-2 transmembrane transport|1905887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412780.1;locus_tag=MM_RS14255;product=AI-2E family transporter;protein_id=WP_015412780.1;transl_table=11	151.83333333333334	0
NC_003901.1	Protein Homology	CDS	3298328	3298555	.	-	0	ID=cds-WP_226987757.1;Parent=gene-MM_RS14260;Dbxref=GenBank:WP_226987757.1,GeneID:24772048;Name=WP_226987757.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF016413.5;locus_tag=MM_RS14260;product=LURP-one-related/scramblase family protein;protein_id=WP_226987757.1;transl_table=11	41.5	0
NC_003901.1	Protein Homology	CDS	3298601	3299956	.	+	0	ID=cds-WP_048045928.1;Parent=gene-MM_RS14265;Dbxref=GenBank:WP_048045928.1,GeneID:1481095;Name=WP_048045928.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF012798.5;locus_tag=MM_RS14265;product=tyrosine-type recombinase/integrase;protein_id=WP_048045928.1;transl_table=11	241.14285714285714	0
NC_003901.1	GeneMarkS-2+	CDS	3300206	3300364	.	+	0	ID=cds-WP_157858629.1;Parent=gene-MM_RS18580;Dbxref=GenBank:WP_157858629.1,GeneID:43445864;Name=WP_157858629.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18580;product=hypothetical protein;protein_id=WP_157858629.1;transl_table=11	745.5	0
NC_003901.1	Protein Homology	CDS	3300730	3303024	.	+	0	ID=cds-WP_048045930.1;Parent=gene-MM_RS14275;Dbxref=GenBank:WP_048045930.1,GeneID:1481096;Name=WP_048045930.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF017826.5;locus_tag=MM_RS14275;product=DUF927 domain-containing protein;protein_id=WP_048045930.1;transl_table=11	1325.0	0
NC_003901.1	GeneMarkS-2+	CDS	3304114	3304656	.	+	0	ID=cds-WP_162009654.1;Parent=gene-MM_RS14280;Dbxref=GenBank:WP_162009654.1,GeneID:1481097;Name=WP_162009654.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14280;product=hypothetical protein;protein_id=WP_162009654.1;transl_table=11	61.0	0
NC_003901.1	GeneMarkS-2+	CDS	3304834	3305430	.	+	0	ID=cds-WP_157858632.1;Parent=gene-MM_RS14285;Dbxref=GenBank:WP_157858632.1,GeneID:1481098;Name=WP_157858632.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14285;product=hypothetical protein;protein_id=WP_157858632.1;transl_table=11	250.0	0
NC_003901.1	GeneMarkS-2+	CDS	3305636	3305932	.	+	0	ID=cds-WP_011034666.1;Parent=gene-MM_RS14290;Dbxref=GenBank:WP_011034666.1,GeneID:1481099;Name=WP_011034666.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14290;product=hypothetical protein;protein_id=WP_011034666.1;transl_table=11	149.5	0
NC_003901.1	GeneMarkS-2+	CDS	3305948	3306463	.	+	0	ID=cds-WP_048045932.1;Parent=gene-MM_RS14295;Dbxref=GenBank:WP_048045932.1,GeneID:1481100;Name=WP_048045932.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14295;product=hypothetical protein;protein_id=WP_048045932.1;transl_table=11	151.5	0
NC_003901.1	GeneMarkS-2+	CDS	3306939	3307256	.	+	0	ID=cds-WP_011034668.1;Parent=gene-MM_RS14305;Dbxref=GenBank:WP_011034668.1,GeneID:1481101;Name=WP_011034668.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14305;product=hypothetical protein;protein_id=WP_011034668.1;transl_table=11	43.0	0
NC_003901.1	GeneMarkS-2+	CDS	3307425	3312317	.	+	0	ID=cds-WP_011034669.1;Parent=gene-MM_RS14310;Dbxref=GenBank:WP_011034669.1,GeneID:1481102;Name=WP_011034669.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14310;product=hypothetical protein;protein_id=WP_011034669.1;transl_table=11	2324.333333333333	0
NC_003901.1	GeneMarkS-2+	CDS	3312354	3312944	.	+	0	ID=cds-WP_011034670.1;Parent=gene-MM_RS14315;Dbxref=GenBank:WP_011034670.1,GeneID:1481103;Name=WP_011034670.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14315;product=hypothetical protein;protein_id=WP_011034670.1;transl_table=11	322.5	0
NC_003901.1	GeneMarkS-2+	CDS	3312949	3313083	.	+	0	ID=cds-WP_264357973.1;Parent=gene-MM_RS19485;Dbxref=GenBank:WP_264357973.1,GeneID:75933673;Name=WP_264357973.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS19485;product=hypothetical protein;protein_id=WP_264357973.1;transl_table=11	165.5	0
NC_003901.1	GeneMarkS-2+	CDS	3313280	3313537	.	+	0	ID=cds-WP_011034671.1;Parent=gene-MM_RS14320;Dbxref=GenBank:WP_011034671.1,GeneID:1481104;Name=WP_011034671.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14320;product=hypothetical protein;protein_id=WP_011034671.1;transl_table=11	64.0	0
NC_003901.1	Protein Homology	CDS	3314653	3315192	.	+	0	ID=cds-WP_011034672.1;Parent=gene-MM_RS14325;Dbxref=GenBank:WP_011034672.1,GeneID:1481105;Name=WP_011034672.1;Ontology_term=GO:0006310,GO:0000150,GO:0003677;gbkey=CDS;go_function=DNA strand exchange activity|0000150||IEA,DNA binding|0003677||IEA;go_process=DNA recombination|0006310||IEA;inference=COORDINATES: protein motif:HMM:NF012464.5;locus_tag=MM_RS14325;product=recombinase family protein;protein_id=WP_011034672.1;transl_table=11	185.5	0
NC_003901.1	GeneMarkS-2+	CDS	3315538	3316029	.	+	0	ID=cds-WP_048045934.1;Parent=gene-MM_RS14330;Dbxref=GenBank:WP_048045934.1,GeneID:1481106;Name=WP_048045934.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14330;product=hypothetical protein;protein_id=WP_048045934.1;transl_table=11	8.5	0
NC_003901.1	GeneMarkS-2+	CDS	3316030	3316398	.	+	0	ID=cds-WP_011034674.1;Parent=gene-MM_RS14335;Dbxref=GenBank:WP_011034674.1,GeneID:1481107;Name=WP_011034674.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14335;product=hypothetical protein;protein_id=WP_011034674.1;transl_table=11	17.2	0
NC_003901.1	GeneMarkS-2+	CDS	3316406	3316870	.	+	0	ID=cds-WP_011034675.1;Parent=gene-MM_RS14340;Dbxref=GenBank:WP_011034675.1,GeneID:1481108;Name=WP_011034675.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14340;product=hypothetical protein;protein_id=WP_011034675.1;transl_table=11	28.0	0
NC_003901.1	GeneMarkS-2+	CDS	3316871	3317779	.	+	0	ID=cds-WP_011034676.1;Parent=gene-MM_RS14345;Dbxref=GenBank:WP_011034676.1,GeneID:1481109;Name=WP_011034676.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14345;product=ATP-binding protein;protein_id=WP_011034676.1;transl_table=11	173.83333333333331	0
NC_003901.1	GeneMarkS-2+	CDS	3318139	3318321	.	+	0	ID=cds-WP_048045935.1;Parent=gene-MM_RS14350;Dbxref=GenBank:WP_048045935.1,GeneID:24772051;Name=WP_048045935.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14350;product=hypothetical protein;protein_id=WP_048045935.1;transl_table=11	37.0	0
NC_003901.1	Protein Homology	CDS	3318706	3319023	.	-	0	ID=cds-WP_155395755.1;Parent=gene-MM_RS14355;Dbxref=GenBank:WP_155395755.1,GeneID:1481110;Name=WP_155395755.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034677.1;locus_tag=MM_RS14355;product=LURP-one-related family protein;protein_id=WP_155395755.1;transl_table=11	203.0	0
NC_003901.1	Protein Homology	CDS	3319284	3320441	.	-	0	ID=cds-WP_394295863.1;Parent=gene-MM_RS14360;Dbxref=GenBank:WP_394295863.1,GeneID:1481111;Name=WP_394295863.1;Ontology_term=GO:0016616,GO:0030554,GO:0046872;gbkey=CDS;go_function=oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,adenyl nucleotide binding|0030554||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005131413.1;locus_tag=MM_RS14360;product=iron-containing alcohol dehydrogenase;protein_id=WP_394295863.1;transl_table=11	123.0	0
NC_003901.1	Protein Homology	CDS	3320721	3322700	.	+	0	ID=cds-WP_011034679.1;Parent=gene-MM_RS14365;Dbxref=GenBank:WP_011034679.1,GeneID:1481112;Name=WP_011034679.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034679.1;locus_tag=MM_RS14365;product=amylo-alpha-1%2C6-glucosidase;protein_id=WP_011034679.1;transl_table=11	177.5	0
NC_003901.1	Protein Homology	CDS	3322785	3323804	.	+	0	ID=cds-WP_011034680.1;Parent=gene-MM_RS14370;Dbxref=GenBank:WP_011034680.1,GeneID:1481113;Name=WP_011034680.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412785.1;locus_tag=MM_RS14370;product=glycosidase;protein_id=WP_011034680.1;transl_table=11	91.0	0
NC_003901.1	Protein Homology	CDS	3324088	3324369	.	+	0	ID=cds-WP_011034681.1;Parent=gene-MM_RS14375;Dbxref=GenBank:WP_011034681.1,GeneID:1481114;Name=WP_011034681.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034276.1;locus_tag=MM_RS14375;product=MarR family transcriptional regulator;protein_id=WP_011034681.1;transl_table=11	814.0	0
NC_003901.1	Protein Homology	CDS	3324730	3327153	.	-	0	ID=cds-WP_011034682.1;Parent=gene-MM_RS17985;Dbxref=GenBank:WP_011034682.1,GeneID:31474436;Name=WP_011034682.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023296.1;locus_tag=MM_RS17985;product=PAS domain-containing sensor histidine kinase;protein_id=WP_011034682.1;transl_table=11	421.5	0
NC_003901.1	Protein Homology	CDS	3327606	3328091	.	+	0	ID=cds-WP_011034683.1;Parent=gene-MM_RS14385;Dbxref=GenBank:WP_011034683.1,GeneID:1481116;Name=WP_011034683.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034683.1;locus_tag=MM_RS14385;product=hypothetical protein;protein_id=WP_011034683.1;transl_table=11	854.5	0
NC_003901.1	Protein Homology	CDS	3328177	3329079	.	+	0	ID=cds-WP_011034684.1;Parent=gene-MM_RS14390;Dbxref=GenBank:WP_011034684.1,GeneID:1481117;Name=WP_011034684.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034684.1;locus_tag=MM_RS14390;product=PrsW family intramembrane metalloprotease;protein_id=WP_011034684.1;transl_table=11	54.5	0
NC_003901.1	GeneMarkS-2+	CDS	3329294	3329506	.	-	0	ID=cds-WP_048036658.1;Parent=gene-MM_RS14395;Dbxref=GenBank:WP_048036658.1,GeneID:1481118;Name=WP_048036658.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14395;product=hypothetical protein;protein_id=WP_048036658.1;transl_table=11	191.0	0
NC_003901.1	Protein Homology	CDS	3329961	3330242	.	+	0	ID=cds-WP_011034686.1;Parent=gene-MM_RS14405;Dbxref=GenBank:WP_011034686.1,GeneID:1481119;Name=WP_011034686.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034686.1;locus_tag=MM_RS14405;product=acylphosphatase;protein_id=WP_011034686.1;transl_table=11	1385.0	0
NC_003901.1	Protein Homology	CDS	3330318	3331304	.	-	0	ID=cds-WP_226987611.1;Parent=gene-MM_RS14410;Dbxref=GenBank:WP_226987611.1,GeneID:1481120;Name=WP_226987611.1;Ontology_term=GO:0008324;gbkey=CDS;go_function=monoatomic cation transmembrane transporter activity|0008324||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412791.1;locus_tag=MM_RS14410;product=cation diffusion facilitator family transporter;protein_id=WP_226987611.1;transl_table=11	166.1	0
NC_003901.1	Protein Homology	CDS	3331814	3333328	.	-	0	ID=cds-WP_048036655.1;Parent=gene-MM_RS14415;Dbxref=GenBank:WP_048036655.1,GeneID:1481121;Name=WP_048036655.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412792.1;locus_tag=MM_RS14415;product=alkaline phosphatase family protein;protein_id=WP_048036655.1;transl_table=11	62.625	0
NC_003901.1	Protein Homology	CDS	3333574	3334455	.	+	0	ID=cds-WP_011034689.1;Parent=gene-MM_RS14420;Dbxref=GenBank:WP_011034689.1,GeneID:1481122;Name=WP_011034689.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034689.1;locus_tag=MM_RS14420;product=damage-control phosphatase ARMT1 family protein;protein_id=WP_011034689.1;transl_table=11	135.0	0
NC_003901.1	Protein Homology	CDS	3334587	3334775	.	+	0	ID=cds-WP_011034690.1;Parent=gene-MM_RS14425;Dbxref=GenBank:WP_011034690.1,GeneID:1481123;Name=WP_011034690.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034690.1;locus_tag=MM_RS14425;product=CooT family nickel-binding protein;protein_id=WP_011034690.1;transl_table=11	606.0	0
NC_003901.1	Protein Homology	CDS	3335707	3336714	.	+	0	ID=cds-WP_011034691.1;Parent=gene-MM_RS14430;Dbxref=GenBank:WP_011034691.1,GeneID:1481124;Name=WP_011034691.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034691.1;locus_tag=MM_RS14430;product=type II glyceraldehyde-3-phosphate dehydrogenase;protein_id=WP_011034691.1;transl_table=11	585.0	0
NC_003901.1	Protein Homology	CDS	3336891	3337694	.	+	0	ID=cds-WP_011034692.1;Parent=gene-MM_RS14435;Dbxref=GenBank:WP_011034692.1,GeneID:1481125;Name=WP_011034692.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034692.1;locus_tag=MM_RS14435;product=bifunctional fructose-bisphosphatase/inositol-phosphate phosphatase;protein_id=WP_011034692.1;transl_table=11	158.5	0
NC_003901.1	Protein Homology	CDS	3337696	3338523	.	+	0	ID=cds-WP_048040635.1;Parent=gene-MM_RS14440;Dbxref=GenBank:WP_048040635.1,GeneID:1481126;Name=WP_048040635.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412793.1;locus_tag=MM_RS14440;product=NAD(+)/NADH kinase;protein_id=WP_048040635.1;transl_table=11	105.5	0
NC_003901.1	Protein Homology	CDS	3338980	3340197	.	+	0	ID=cds-WP_048036652.1;Parent=gene-MM_RS14445;Dbxref=GenBank:WP_048036652.1,GeneID:1481127;Name=WP_048036652.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307166.1;locus_tag=MM_RS14445;product=homocitrate synthase family protein;protein_id=WP_048036652.1;transl_table=11	354.3333333333333	0
NC_003901.1	Protein Homology	CDS	3340405	3340890	.	-	0	ID=cds-WP_011034695.1;Parent=gene-MM_RS14450;Dbxref=GenBank:WP_011034695.1,GeneID:1481128;Name=WP_011034695.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034695.1;locus_tag=MM_RS14450;product=hypothetical protein;protein_id=WP_011034695.1;transl_table=11	358.5	0
NC_003901.1	Protein Homology	CDS	3340926	3341078	.	-	0	ID=cds-WP_015412794.1;Parent=gene-MM_RS18915;Dbxref=GenBank:WP_015412794.1,GeneID:43965267;Name=WP_015412794.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412794.1;locus_tag=MM_RS18915;product=hypothetical protein;protein_id=WP_015412794.1;transl_table=11	1460.0	0
NC_003901.1	Protein Homology	CDS	3341286	3343625	.	-	0	ID=cds-WP_015412795.1;Parent=gene-MM_RS14455;Dbxref=GenBank:WP_015412795.1,GeneID:1481129;Name=WP_015412795.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412795.1;locus_tag=MM_RS14455;product=DUF3160 domain-containing protein;protein_id=WP_015412795.1;transl_table=11	84.98333333333335	0
NC_003901.1	GeneMarkS-2+	CDS	3343854	3344018	.	-	0	ID=cds-WP_015412796.1;Parent=gene-MM_RS18585;Dbxref=GenBank:WP_015412796.1,GeneID:43445865;Name=WP_015412796.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18585;product=hypothetical protein;protein_id=WP_015412796.1;transl_table=11	108.0	0
NC_003901.1	Protein Homology	CDS	3344517	3346268	.	-	0	ID=cds-WP_011034697.1;Parent=gene-MM_RS14460;Dbxref=GenBank:WP_011034697.1,GeneID:1481130;Name=WP_011034697.1;Ontology_term=GO:0003824,GO:0030976;gbkey=CDS;go_function=catalytic activity|0003824||IEA,thiamine pyrophosphate binding|0030976||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034697.1;locus_tag=MM_RS14460;product=indolepyruvate ferredoxin oxidoreductase subunit alpha;protein_id=WP_011034697.1;transl_table=11	480.9999999999999	0
NC_003901.1	Protein Homology	CDS	3346334	3347374	.	-	0	ID=cds-WP_011034698.1;Parent=gene-MM_RS14465;Dbxref=GenBank:WP_011034698.1,GeneID:1481131;Name=WP_011034698.1;gbkey=CDS;gene=mmp11;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034698.1;locus_tag=MM_RS14465;product=methanogenesis marker protein 11;protein_id=WP_011034698.1;transl_table=11	324.3333333333333	0
NC_003901.1	Protein Homology	CDS	3347703	3348272	.	-	0	ID=cds-WP_048043375.1;Parent=gene-MM_RS14470;Dbxref=GenBank:WP_048043375.1,GeneID:1481132;Name=WP_048043375.1;Ontology_term=GO:0009055,GO:0010181;gbkey=CDS;go_function=electron transfer activity|0009055||IEA,FMN binding|0010181||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307272.1;locus_tag=MM_RS14470;product=flavodoxin family protein;protein_id=WP_048043375.1;transl_table=11	117.83333333333333	0
NC_003901.1	Protein Homology	CDS	3348596	3349285	.	-	0	ID=cds-WP_011034700.1;Parent=gene-MM_RS14475;Dbxref=GenBank:WP_011034700.1,GeneID:1481133;Name=WP_011034700.1;Ontology_term=GO:0006281,GO:0003677;gbkey=CDS;gene=radC;go_function=DNA binding|0003677||IEA;go_process=DNA repair|0006281||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034700.1;locus_tag=MM_RS14475;product=RadC family protein;protein_id=WP_011034700.1;transl_table=11	132.25	0
NC_003901.1	Protein Homology	CDS	3349614	3350450	.	+	0	ID=cds-WP_011034701.1;Parent=gene-MM_RS14480;Dbxref=GenBank:WP_011034701.1,GeneID:1481134;Name=WP_011034701.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034701.1;locus_tag=MM_RS14480;product=molybdopterin synthase;protein_id=WP_011034701.1;transl_table=11	657.0	0
NC_003901.1	Protein Homology	CDS	3350576	3351250	.	+	0	ID=cds-WP_011034702.1;Parent=gene-MM_RS14485;Dbxref=GenBank:WP_011034702.1,GeneID:1481135;Name=WP_011034702.1;Ontology_term=GO:0005525,GO:0061603;gbkey=CDS;go_function=GTP binding|0005525||IEA,molybdenum cofactor guanylyltransferase activity|0061603||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034702.1;locus_tag=MM_RS14485;product=molybdenum cofactor guanylyltransferase;protein_id=WP_011034702.1;transl_table=11	118.16666666666667	0
NC_003901.1	Protein Homology	CDS	3351456	3352031	.	-	0	ID=cds-WP_011034703.1;Parent=gene-MM_RS14490;Dbxref=GenBank:WP_011034703.1,GeneID:1481136;Name=WP_011034703.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412801.1;locus_tag=MM_RS14490;product=hypothetical protein;protein_id=WP_011034703.1;transl_table=11	50.5	0
NC_003901.1	Protein Homology	CDS	3352114	3353139	.	+	0	ID=cds-WP_015412802.1;Parent=gene-MM_RS14495;Dbxref=GenBank:WP_015412802.1,GeneID:1481137;Name=WP_015412802.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412802.1;locus_tag=MM_RS14495;product=hypothetical protein;protein_id=WP_015412802.1;transl_table=11	2107.0	0
NC_003901.1	Protein Homology	CDS	3353520	3354428	.	-	0	ID=cds-WP_011034705.1;Parent=gene-MM_RS14500;Dbxref=GenBank:WP_011034705.1,GeneID:1481138;Name=WP_011034705.1;Ontology_term=GO:0002098,GO:0034227,GO:0000049;gbkey=CDS;go_function=tRNA binding|0000049||IEA;go_process=tRNA wobble uridine modification|0002098||IEA,tRNA thio-modification|0034227||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021969.1;locus_tag=MM_RS14500;product=TIGR00269 family protein;protein_id=WP_011034705.1;transl_table=11	190.0	0
NC_003901.1	Protein Homology	CDS	3354883	3355617	.	+	0	ID=cds-WP_048040634.1;Parent=gene-MM_RS14505;Dbxref=GenBank:WP_048040634.1,GeneID:1481139;Name=WP_048040634.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034706.1;locus_tag=MM_RS14505;product=pirin family protein;protein_id=WP_048040634.1;transl_table=11	39.0	0
NC_003901.1	GeneMarkS-2+	CDS	3355851	3356024	.	+	0	ID=cds-WP_155395243.1;Parent=gene-MM_RS18590;Dbxref=GenBank:WP_155395243.1,GeneID:43445866;Name=WP_155395243.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18590;product=hypothetical protein;protein_id=WP_155395243.1;transl_table=11	165.0	0
NC_003901.1	Protein Homology	CDS	3357284	3358693	.	+	0	ID=cds-WP_011034707.1;Parent=gene-MM_RS14510;Dbxref=GenBank:WP_011034707.1,GeneID:1481140;Name=WP_011034707.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034707.1;locus_tag=MM_RS14510;product=tripartite tricarboxylate transporter permease;protein_id=WP_011034707.1;transl_table=11	166.91025641025638	0
NC_003901.1	Protein Homology	CDS	3359095	3359559	.	+	0	ID=cds-WP_011032309.1-5;Parent=gene-MM_RS14515;Dbxref=GenBank:WP_011032309.1,GeneID:1481141;Name=WP_011032309.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032309.1;locus_tag=MM_RS14515;product=IS200/IS605-like element ISMma21 family transposase;protein_id=WP_011032309.1;transl_table=11	17.139682539682518	0
